"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"SOTCBUS","197503","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197504","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197505","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197506","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197507","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197508","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197509","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197510","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197511","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197512","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197513","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197601","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197602","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197603","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197604","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197605","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197606","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197607","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197608","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197609","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197610","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197611","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197612","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197613","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197701","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197702","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197703","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197704","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197705","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197706","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197707","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197708","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197709","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197710","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197711","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197712","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197713","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197801","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197802","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197803","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197804","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197805","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197806","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197807","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197808","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197809","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197810","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197811","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197812","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197813","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197901","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197902","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197903","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197904","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197905","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197906","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197907","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197908","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197909","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197910","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197911","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197912","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","197913","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198001","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198002","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198003","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198004","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198005","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198006","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198007","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198008","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198009","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198010","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198011","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198012","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198013","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198101","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198102","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198103","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198104","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198105","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198106","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198107","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198108","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198109","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198110","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198111","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198112","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198113","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198201","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198202","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198203","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198204","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198205","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198206","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198207","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198208","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198209","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198210","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198211","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198212","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198213","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198301","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198302","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198303","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198304","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198305","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198306","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198307","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198308","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198309","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198310","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198311","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198312","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198313","Not Available","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198401","0","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198402","0","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198403","1.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198404","1.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198405","2.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198406","3.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198407","1.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198408","3.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198409","3.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198410","2.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198411","1.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198412","0","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198413","1.8E-5","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198501","2.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198502","0","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198503","0","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198504","4.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198505","5.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198506","5.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198507","4.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198508","7.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198509","5.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198510","3.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198511","1.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198512","1.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198513","3.6E-5","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198601","2.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198602","2.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198603","3.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198604","5.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198605","6.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198606","5.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198607","6.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198608","6.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198609","5.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198610","4.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198611","3.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198612","1.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198613","4.8E-5","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198701","0","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198702","2.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198703","3.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198704","4.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198705","4.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198706","6.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198707","6.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198708","4.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198709","3.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198710","2.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198711","1.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198712","1.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198713","3.6E-5","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198801","2.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198802","3.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198803","4.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198804","2.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198805","4.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198806","5.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198807","4.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198808","4.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198809","3.0E-6","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198810","0","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198811","0","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198812","0","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198813","3.1E-5","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198901","0.002821","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198902","0.003041","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198903","0.00422","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198904","0.00466","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198905","0.005109","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198906","0.005175","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198907","0.005476","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198908","0.005389","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198909","0.004941","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198910","0.004501","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198911","0.003697","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198912","0.003465","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","198913","0.052495","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199001","0.003015","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199002","0.003256","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199003","0.004489","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199004","0.004946","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199005","0.005515","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199006","0.005534","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199007","0.005832","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199008","0.005781","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199009","0.005228","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199010","0.004782","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199011","0.003884","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199012","0.0037","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199013","0.055962","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199101","0.003125","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199102","0.003369","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199103","0.004561","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199104","0.005026","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199105","0.005739","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199106","0.005803","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199107","0.006133","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199108","0.006035","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199109","0.005487","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199110","0.004935","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199111","0.004034","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199112","0.003792","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199113","0.05804","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199201","0.003196","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199202","0.003451","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199203","0.004752","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199204","0.005284","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199205","0.005883","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199206","0.005931","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199207","0.006274","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199208","0.006205","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199209","0.005628","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199210","0.005115","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199211","0.004187","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199212","0.003914","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199213","0.059819","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199301","0.003288","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199302","0.00357","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199303","0.004954","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199304","0.005515","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199305","0.006053","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199306","0.006058","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199307","0.006445","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199308","0.006401","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199309","0.005818","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199310","0.005243","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199311","0.004297","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199312","0.004039","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199313","0.061682","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199401","0.003432","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199402","0.00368","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199403","0.005137","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199404","0.00564","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199405","0.006216","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199406","0.006292","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199407","0.006584","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199408","0.006471","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199409","0.005949","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199410","0.005458","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199411","0.004415","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199412","0.004136","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199413","0.06341","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199501","0.003415","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199502","0.003692","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199503","0.005105","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199504","0.005735","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199505","0.00637","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199506","0.006471","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199507","0.00675","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199508","0.006674","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199509","0.006047","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199510","0.005471","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199511","0.004473","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199512","0.004192","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199513","0.064396","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199601","0.003472","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199602","0.00376","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199603","0.005293","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199604","0.005865","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199605","0.006487","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199606","0.006562","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199607","0.006804","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199608","0.006602","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199609","0.005956","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199610","0.005494","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199611","0.004495","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199612","0.004262","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199613","0.065052","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199701","0.003422","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199702","0.003762","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199703","0.005176","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199704","0.005748","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199705","0.006292","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199706","0.006433","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199707","0.006721","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199708","0.006612","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199709","0.005958","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199710","0.005437","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199711","0.004424","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199712","0.004187","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199713","0.064172","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199801","0.003375","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199802","0.003629","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199803","0.005138","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199804","0.005664","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199805","0.006173","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199806","0.006327","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199807","0.006679","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199808","0.006584","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199809","0.005956","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199810","0.005395","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199811","0.004389","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199812","0.004147","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199813","0.063455","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199901","0.003294","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199902","0.00357","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199903","0.004984","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199904","0.005536","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199905","0.006121","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199906","0.006184","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199907","0.006482","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199908","0.006377","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199909","0.005775","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199910","0.005311","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199911","0.004307","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199912","0.004068","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","199913","0.06201","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","200001","0.003155","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","200002","0.00344","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","200003","0.004733","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","200004","0.005239","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","200005","0.005832","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","200006","0.005895","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","200007","0.006261","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","200008","0.006144","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","200009","0.005608","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","200010","0.005056","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","200011","0.004103","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","200012","0.003882","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","200013","0.059349","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","200101","0.003008","8","Solar Energy Consumption","Quadrillion Btu"
"SOTCBUS","200102","0.003261","8","Solar Energy Consumption","Quadrillion Btu"
